graph_name,v,e
79_e_009,1,1
2092_e_061,1,1
3097_e_073,96,583
5849_e_101,9,41
3181_e_077,14,70
2759_e_069,7,24
2881_e_071,3,6
5362_e_099,12,56
660_e_025,1,1
625_e_025,1,1
5327_e_099,6,17
4494_e_091,1,1
4745_e_093,3,6
4945_e_097,1,1
6080_e_101,511,4648
4700_e_093,4,10
5106_e_097,60,504
4040_e_083,4,12
1532_e_051,1,1
3681_e_081,8,39
3238_e_077,85,570
5143_e_097,1,1
4005_e_083,1,1
3987_e_083,1,1
2578_e_067,1,1
3639_e_081,42,292
2585_e_067,1,1
3280_e_077,18,116
2017_e_061,3,7
3012_e_073,41,279
1718_e_055,1,1
3057_e_073,6,17
2052_e_061,1,1
5820_e_099,48,286
6038_e_101,29,167
4469_e_091,1,1
3435_e_079,10,58
4344_e_091,3,7
2839_e_071,1,1
3470_e_079,29,142
4301_e_091,4,10
4893_e_093,62,441
3139_e_077,9,45
170_e_013,11,56
3580_e_081,45,275
846_e_029,3,8
5207_e_097,39,214
135_e_013,1,1
803_e_029,1,1
5242_e_097,11,66
4531_e_091,1,1
6160_e_101,99,984
6125_e_101,11,51
1946_e_057,1,1
1497_e_051,18,63
3724_e_081,2,4
2498_e_067,1,1
2398_e_065,1,1
3867_e_083,1,1
1903_e_057,3,6
3761_e_081,53,401
3822_e_083,4,12
1349_e_049,1,1
1421_e_049,14,61
985_e_033,2,4
5616_e_099,10,28
2924_e_071,21,95
3528_e_079,13,71
4259_e_091,1,1
2961_e_071,8,31
5653_e_099,35,179
11_e_005,4,12
367_e_019,21,125
6322_e_107,24,139
6261_e_101,1,1
2644_e_069,9,36
1307_e_043,1,1
6224_e_101,1,1
196_e_015,4,11
5954_e_101,50,380
978_e_033,10,38
5911_e_101,160,1251
2320_e_065,4,11
910_e_031,3,6
2263_e_063,16,72
2420_e_067,1,1
3325_e_077,8,37
2226_e_063,1,1
2465_e_067,1,1
2365_e_065,4,10
1149_e_039,9,38
4118_e_083,1,1
4658_e_093,321,2387
587_e_023,15,55
715_e_027,1,1
5517_e_099,50,313
750_e_027,1,1
5552_e_099,7,29
3411_e_079,1,1
4360_e_091,5,13
1286_e_043,1,1
3454_e_079,2,4
4325_e_091,6,18
2858_e_071,6,19
1817_e_055,2,4
154_e_013,7,25
862_e_029,1,1
5223_e_097,12,58
3158_e_077,32,232
827_e_029,1,1
1583_e_053,16,80
5266_e_097,23,165
5890_e_101,12,53
891_e_031,1,1
2033_e_061,1,1
3036_e_073,5,14
3658_e_081,125,947
3073_e_073,45,346
4099_e_083,1,1
2076_e_061,1,1
3130_e_075,7256,29743
1779_e_055,1,1
5804_e_099,9,37
6059_e_101,267,1835
3379_e_079,26,141
5496_e_099,99,571
4408_e_091,1,1
2773_e_071,4,13
5841_e_099,7,38
4761_e_093,225,1654
4961_e_097,1,1
3384_e_079,33,307
4724_e_093,61,523
4064_e_083,8,27
5122_e_097,444,3413
1784_e_055,8,27
1516_e_051,1,1
60_e_009,1,1
2519_e_067,1,1
4021_e_083,1,1
5167_e_097,152,890
1882_e_057,3,7
1070_e_039,3,6
1553_e_051,2792,10914
3259_e_077,13,57
5797_e_099,17,95
5346_e_099,3,7
644_e_025,1,1
493_e_021,1,1
2738_e_069,26,168
1390_e_049,39,174
934_e_031,70,530
2304_e_065,1,1
3301_e_077,5,13
2247_e_063,1,1
1128_e_039,6,15
1699_e_055,1,1
2441_e_067,1,1
2202_e_063,65,445
2341_e_065,4,10
5533_e_099,1,1
731_e_027,4,10
4639_e_093,26,177
2995_e_073,70,448
5576_e_099,6,29
774_e_027,1,1
6306_e_107,1,1
6245_e_101,39,301
2660_e_069,22,134
4580_e_093,9,48
6200_e_101,83,645
4280_e_091,1,1
4912_e_093,3,7
2625_e_069,12,51
5970_e_101,10,56
3795_e_083,1,1
5935_e_101,32,175
1405_e_049,102,714
5632_e_099,8,30
2900_e_071,4,12
2945_e_071,1,1
5677_e_099,4,9
3549_e_079,14,99
4238_e_091,1,1
789_e_027,1,1
18_e_007,1,1
4515_e_091,1,1
6144_e_101,44,198
4550_e_091,4,9
6101_e_101,216,1760
4681_e_093,47,336
1190_e_039,1,1
1962_e_057,1,1
5087_e_097,114,684
3700_e_081,4,12
3843_e_083,3,7
1328_e_049,79,502
1927_e_057,1,1
3745_e_081,71,590
3806_e_083,1,1
5303_e_097,225,1668
6285_e_101,194,1396
4205_e_091,1,1
4240_e_091,4,9
3531_e_079,1,1
563_e_023,1,1
526_e_023,1,1
6179_e_101,16,91
4528_e_091,1,1
25_e_007,1,1
2287_e_063,4,11
1350_e_049,23,145
3778_e_081,15,96
2156_e_061,1,1
2381_e_065,4,11
2481_e_067,1,1
2113_e_061,1,1
3116_e_073,11,46
4101_e_083,3,6
5047_e_097,59,383
1150_e_039,20,116
3883_e_083,15,59
1473_e_051,1,1
1115_e_039,1,1
4144_e_083,4,11
5002_e_097,39,237
2439_e_067,1,1
2339_e_065,4,12
909_e_031,1,1
1436_e_051,1,1
236_e_015,1,1
3785_e_081,31,193
749_e_027,5,17
6184_e_101,39,223
4604_e_093,41,251
4641_e_093,5,22
2618_e_069,4,13
6278_e_101,7,28
383_e_019,20,107
2414_e_065,65,335
5908_e_101,158,1262
2186_e_063,65,450
961_e_033,8,29
4719_e_093,4,13
6099_e_101,20,122
5456_e_099,1,1
5413_e_099,11,52
3264_e_077,6,23
2561_e_067,1,1
2524_e_067,5,15
3221_e_077,1,1
3698_e_081,21,110
4059_e_083,1,1
3564_e_081,4,12
194_e_013,1,1
306_e_017,5,14
4172_e_087,4,12
3198_e_077,13,53
5850_e_101,5,13
343_e_017,10,30
1203_e_043,1,1
4832_e_093,53,391
2705_e_069,92,625
679_e_025,1,1
3494_e_079,11,65
1246_e_043,1,1
1197_e_041,4,11
4877_e_093,21,147
2898_e_071,3,7
2740_e_069,54,379
2865_e_071,7,19
416_e_021,1,1
1003_e_033,3,6
5757_e_099,12,61
4318_e_091,1,1
684_e_025,1,1
3469_e_079,31,157
5386_e_099,1,1
5712_e_099,1,1
453_e_021,18,98
2820_e_071,3,8
1046_e_033,1,1
3165_e_077,13,73
3599_e_081,1,1
169_e_013,21,101
1607_e_053,11,54
1744_e_055,1,1
3926_e_083,1,1
3665_e_081,4,11
1701_e_055,3,8
1642_e_053,66,548
1842_e_057,1,1
3299_e_077,108,657
3963_e_083,1,1
3620_e_081,56,350
4470_e_091,1,1
6021_e_101,12,60
4435_e_091,4,11
3344_e_079,4,12
6064_e_101,141,950
5839_e_099,1,1
1136_e_039,1,1
5021_e_097,26,180
1687_e_055,1,1
215_e_015,12,49
2259_e_063,93,627
4122_e_083,7,19
5064_e_097,19,111
1981_e_057,1,1
1173_e_039,10,32
1450_e_051,34,111
250_e_015,33,164
4662_e_093,20,114
5568_e_099,67,505
4627_e_093,124,795
5694_e_099,33,160
6318_e_107,1,1
702_e_025,4,10
942_e_033,1,1
280_e_017,1,1
5993_e_101,201,1727
3512_e_079,1,1
4263_e_091,1,1
3557_e_079,4,10
4226_e_091,1,1
5669_e_099,29,142
2683_e_069,1,1
2976_e_073,4,8
505_e_023,1,1
797_e_027,10,30
5595_e_099,5,14
540_e_023,1,1
43_e_007,1,1
1336_e_049,12,56
2130_e_061,8,28
5099_e_097,192,1351
3818_e_083,3,6
1373_e_049,9,51
1939_e_057,1,1
5731_e_099,1,1
2803_e_071,10,34
470_e_021,9,31
435_e_021,1,1
2846_e_071,1,1
1020_e_033,4,9
5774_e_099,17,110
1298_e_043,1,1
2606_e_067,1,1
1809_e_055,4,9
6325_e_109,16357,149270
839_e_029,1,1
5278_e_097,29,275
3146_e_077,3,8
3028_e_073,83,588
1093_e_039,8,29
1861_e_057,6,19
5184_e_097,16,77
1722_e_055,1,1
1661_e_053,48,366
3603_e_081,28,141
3940_e_083,1,1
2068_e_061,8,23
4087_e_083,6,15
1624_e_053,1,1
1767_e_055,1,1
83_e_009,1,1
3646_e_081,18,82
3905_e_083,3,6
5488_e_099,9,38
3367_e_079,59,466
4416_e_091,1,1
6047_e_101,107,1091
4453_e_091,1,1
6002_e_101,8,31
4782_e_093,160,980
4982_e_097,8,27
2790_e_071,24,103
5430_e_099,5,20
5475_e_099,1,1
1508_e_051,3,6
3202_e_077,21,117
2507_e_067,1,1
2095_e_061,1,1
3090_e_073,39,216
2542_e_067,24,90
3247_e_077,62,394
2301_e_063,1,1
5179_e_097,44,356
1560_e_053,7,28
5873_e_101,1,1
5285_e_097,61,439
881_e_029,16,53
325_e_017,4,11
1265_e_043,1,1
5358_e_099,1,1
4854_e_093,11,70
2763_e_069,1,1
5789_e_099,9,23
1220_e_043,1,1
4383_e_091,3,6
4811_e_093,6,14
2726_e_069,1,1
5448_e_099,6,25
6087_e_101,113,958
4707_e_093,29,253
4493_e_091,1,1
4942_e_097,18,138
4742_e_093,75,540
4002_e_083,3,6
5144_e_097,98,625
3980_e_083,3,6
4047_e_083,1,1
5101_e_097,46,260
1535_e_051,1,1
3686_e_081,1,1
318_e_017,2,4
3186_e_077,104,742
8_e_005,871,5068
622_e_025,1,1
5320_e_099,8,23
2886_e_071,10,47
4869_e_093,87,692
1258_e_043,1,1
5365_e_099,10,33
667_e_025,1,1
4306_e_091,1,1
5398_e_099,22,101
3477_e_079,1,1
5749_e_099,5,19
4894_e_093,80,688
4343_e_091,1,1
3432_e_079,1,1
132_e_013,16,67
5245_e_097,16,91
804_e_029,3,6
177_e_013,1,1
3587_e_081,8,52
5200_e_097,208,1591
841_e_029,1,1
3938_e_083,1,1
1619_e_053,3,6
3050_e_073,9,35
2055_e_061,1,1
2582_e_067,4,9
3287_e_077,194,1691
2010_e_061,1,1
3015_e_073,13,43
5827_e_099,41,268
982_e_033,1,1
2966_e_071,1,1
5654_e_099,96,650
360_e_019,29,188
5611_e_099,1,1
2923_e_071,1,1
408_e_019,2,4
6122_e_101,88,688
4536_e_091,1,1
538_e_023,1,1
6167_e_101,113,724
2148_e_061,24,91
1904_e_057,1,1
3825_e_083,4,10
2299_e_063,15,51
3766_e_081,15,68
3108_e_073,45,231
1941_e_057,1,1
3860_e_083,2,4
1490_e_051,5,14
3723_e_081,1,1
2462_e_067,1,1
2221_e_063,5,12
2362_e_065,8,24
5059_e_097,2,4
917_e_031,10,34
2327_e_065,1,1
2427_e_067,3,7
3322_e_077,1,1
2264_e_063,39,216
228_e_015,1,1
1428_e_051,4,8
5555_e_099,1,1
757_e_027,3,6
580_e_023,1,1
5510_e_099,1,1
712_e_027,1,1
6223_e_101,437,3623
1300_e_043,6,17
6266_e_101,444,3600
2643_e_069,61,455
2198_e_063,76,578
5916_e_101,68,462
5953_e_101,76,539
3074_e_073,3,6
2071_e_061,1,1
3959_e_083,1,1
896_e_031,7,19
1678_e_053,27,144
2034_e_061,2,4
3031_e_073,32,181
1878_e_057,1,1
2774_e_071,4,10
6289_e_105,760,4868
5803_e_099,1,1
5491_e_099,10,40
4322_e_091,1,1
1281_e_043,5,13
3453_e_079,1,1
1039_e_033,6,19
4367_e_091,3,8
3416_e_079,14,62
469_e_021,1,1
5728_e_099,10,43
5897_e_101,95,816
5261_e_097,3,7
820_e_029,3,6
1584_e_053,26,171
153_e_013,2,3
1810_e_055,2550,9789
5224_e_097,20,110
865_e_029,1,1
1579_e_053,3,7
494_e_021,26,116
4808_e_093,42,302
606_e_025,1,1
1239_e_043,1,1
5790_e_099,1,1
5341_e_099,6,30
643_e_025,17,72
3383_e_079,7,20
4723_e_093,31,188
5429_e_099,12,56
4966_e_097,63,387
2789_e_071,1,1
4766_e_093,10,39
5160_e_097,45,237
4026_e_083,1,1
1077_e_039,3,7
1885_e_057,11,35
1783_e_055,4,10
3089_e_073,4,12
5125_e_097,1,1
4063_e_083,1,1
1511_e_051,1,1
67_e_009,1,1
4587_e_093,14,80
6207_e_101,85,570
4287_e_091,1,1
4915_e_093,8,40
2622_e_069,7,23
6301_e_107,1,1
6242_e_101,61,530
2667_e_069,48,324
5932_e_101,123,968
5977_e_101,1,1
2205_e_063,35,175
2446_e_067,1,1
2346_e_065,34,186
1449_e_051,3,7
249_e_015,1,1
2303_e_065,3,7
1397_e_049,6,19
933_e_031,2,4
2240_e_063,59,396
3306_e_077,95,673
5038_e_097,1,1
2992_e_073,33,175
773_e_027,1,1
5571_e_099,66,346
736_e_027,1,1
5534_e_099,3,7
4557_e_091,1,1
559_e_023,3,7
6106_e_101,11,56
4686_e_093,1,1
4512_e_091,1,1
6143_e_101,150,1391
1920_e_057,1,1
3801_e_083,3,7
3742_e_081,7,22
1965_e_057,1,1
2129_e_061,6,25
5080_e_097,4,12
3844_e_083,10,34
3707_e_081,5,15
1402_e_049,103,634
299_e_017,4,10
2942_e_071,7,32
5670_e_099,63,411
5635_e_099,21,102
2907_e_071,1,1
521_e_023,1,1
22_e_007,1,1
564_e_023,1,1
411_e_019,8,30
1489_e_051,1,1
3879_e_083,1,1
2386_e_065,8,25
2486_e_067,1,1
2114_e_061,1,1
3111_e_073,23,149
1958_e_057,2,4
2280_e_063,1,1
1357_e_049,1,1
2151_e_061,1,1
5304_e_097,1,1
3536_e_079,6,24
4247_e_091,1,1
1998_e_061,1,1
5608_e_099,14,56
379_e_019,5,19
6282_e_101,46,328
4202_e_091,1,1
384_e_019,38,255
1319_e_043,1,1
966_e_033,3,6
2413_e_065,1,1
2181_e_063,74,544
1112_e_039,6,20
5005_e_097,96,805
4143_e_083,1,1
231_e_015,7,21
1431_e_051,1,1
3782_e_081,4,9
5040_e_097,64,416
4106_e_083,3,7
1157_e_039,8,25
1474_e_051,7,18
3884_e_083,1,1
2238_e_063,3,7
5509_e_099,6,24
4646_e_093,31,144
599_e_023,1,1
6183_e_101,49,456
4603_e_093,28,147
4175_e_087,8147,69309
344_e_017,14,53
5857_e_101,18,91
108_e_009,1,1
3563_e_081,1,1
193_e_013,16,63
301_e_017,1,1
3493_e_079,1,1
1241_e_043,1,1
4870_e_093,7,25
2747_e_069,42,267
1204_e_043,1,1
5339_e_099,4,10
4835_e_093,12,42
2702_e_069,1,1
5414_e_099,12,54
5451_e_099,6,24
2523_e_067,3,7
3226_e_077,36,164
5118_e_097,1,1
3263_e_077,103,758
2566_e_067,6,17
3999_e_083,1,1
1845_e_057,1,1
2009_e_061,1,1
1706_e_055,4,10
1645_e_053,28,239
3627_e_081,37,222
3964_e_083,1,1
3049_e_073,39,299
1600_e_053,1,1
1743_e_055,3,8
3662_e_081,44,252
3921_e_083,1,1
3343_e_079,100,647
4432_e_091,3,7
6063_e_101,11,74
4477_e_091,5,19
6026_e_101,316,2734
5715_e_099,9,34
454_e_021,10,34
2827_e_071,9,46
1041_e_033,2,4
6299_e_107,1,1
2862_e_071,1,1
1004_e_033,1,1
5750_e_099,1,1
683_e_025,1,1
5381_e_099,21,86
858_e_029,3,6
5219_e_097,60,435
3162_e_077,1,1
1110_e_039,16,58
4141_e_083,1,1
5007_e_097,8,30
1433_e_051,8,27
233_e_015,1,1
3780_e_081,17,68
4104_e_083,1,1
5042_e_097,1,1
1155_e_039,5,16
1476_e_051,14,45
2379_e_065,3,7
3886_e_083,1,1
2479_e_067,1,1
709_e_027,1,1
4644_e_093,36,228
6181_e_101,18,97
4601_e_093,147,1031
2658_e_069,1,1
386_e_019,1,1
6238_e_101,27,182
964_e_033,1,1
5948_e_101,5,20
2411_e_065,1,1
2183_e_063,29,147
5306_e_097,1,1
999_e_033,3,6
3534_e_079,1,1
4245_e_091,3,6
2938_e_071,1,1
6280_e_101,10,47
4200_e_091,5,16
523_e_023,1,1
20_e_007,1,1
6139_e_101,92,670
566_e_023,2,4
413_e_019,8,26
3738_e_081,3,7
2384_e_065,33,186
2484_e_067,1,1
2116_e_061,5,13
3113_e_073,8,40
2282_e_063,26,148
1355_e_049,19,75
2153_e_061,1,1
5717_e_099,1,1
456_e_021,1,1
2825_e_071,1,1
1043_e_033,4,9
3429_e_079,50,351
4358_e_091,4,11
2860_e_071,1,1
1006_e_033,1,1
5752_e_099,4,10
681_e_025,1,1
5383_e_099,4,11
3160_e_077,30,170
129_e_013,1,1
1847_e_057,1,1
1704_e_055,1,1
1647_e_053,1,1
3625_e_081,14,98
2599_e_067,5,16
3966_e_083,6,21
1602_e_053,1,1
1741_e_055,5,15
3660_e_081,79,638
3923_e_083,5,13
3341_e_079,51,268
4430_e_091,1,1
6061_e_101,14,122
4475_e_091,4,12
6024_e_101,123,876
4759_e_093,1,1
4959_e_097,185,1404
5416_e_099,96,578
4488_e_091,8,22
5453_e_099,1,1
58_e_009,1,1
2521_e_067,1,1
3224_e_077,15,95
3261_e_077,6,16
2564_e_067,1,1
4019_e_083,1,1
346_e_017,12,54
5855_e_101,39,261
191_e_013,22,107
303_e_017,1,1
3491_e_079,147,1134
1243_e_043,1,1
1192_e_041,1,1
4872_e_093,7,24
2745_e_069,10,43
4931_e_095,1,1
1206_e_043,1,1
639_e_025,1,1
4837_e_093,12,61
2700_e_069,1,1
3381_e_079,1,1
4721_e_093,30,148
4964_e_097,3,8
4764_e_093,8,47
4024_e_083,3,6
5162_e_097,8,39
4167_e_085,7,33
1887_e_057,1,1
1075_e_039,4,11
2559_e_067,3,7
1781_e_055,3,6
4061_e_083,1,1
5127_e_097,1,1
3219_e_077,4,10
1513_e_051,1,1
65_e_009,1,1
5868_e_101,14,82
496_e_021,13,50
4398_e_091,5,16
604_e_025,1,1
5792_e_099,3,7
5343_e_099,8,29
641_e_025,1,1
4320_e_091,5,18
1283_e_043,4,10
3451_e_079,5,15
4365_e_091,1,1
3414_e_079,4,13
2818_e_071,1,1
5263_e_097,18,84
5895_e_101,56,394
822_e_029,1,1
1586_e_053,18,136
151_e_013,1,1
1812_e_055,5,14
5226_e_097,51,387
867_e_029,8,28
98_e_009,1,1
3076_e_073,36,199
2073_e_061,4,10
894_e_031,5,15
3618_e_081,54,342
1739_e_055,1,1
2036_e_061,2,4
1088_e_039,6,17
3033_e_073,11,44
4999_e_097,61,454
4799_e_093,16,77
2776_e_071,3,6
6019_e_101,3,6
5844_e_099,21,123
4448_e_091,1,1
3339_e_079,1,1
5801_e_099,55,295
5493_e_099,1,1
5988_e_101,1,1
1400_e_049,22,118
2698_e_069,34,187
2940_e_071,1,1
4177_e_089,1,1
5672_e_099,4,12
5637_e_099,12,43
2905_e_071,10,32
4578_e_093,10,41
4278_e_091,1,1
3509_e_079,20,102
4555_e_091,1,1
6104_e_101,169,1358
4684_e_093,6,22
4510_e_091,1,1
6141_e_101,60,448
1922_e_057,1,1
1368_e_049,13,57
3803_e_083,1,1
3740_e_081,10,57
1967_e_057,1,1
5082_e_097,19,112
3846_e_083,7,18
3705_e_081,6,24
2444_e_067,1,1
2207_e_063,18,86
2344_e_065,3,6
1168_e_039,6,16
4139_e_083,1,1
1395_e_049,56,402
931_e_031,1,1
3304_e_077,63,420
2242_e_063,1,1
2990_e_073,3,8
5573_e_099,1,1
771_e_027,1,1
4679_e_093,23,149
5536_e_099,1,1
734_e_027,9,30
4585_e_093,14,73
6205_e_101,33,274
4285_e_091,4,10
4917_e_093,5,19
2620_e_069,9,38
6303_e_107,10,51
6240_e_101,19,90
2665_e_069,1,1
5930_e_101,23,148
5975_e_101,182,1513
959_e_033,4,10
266_e_017,1,1
3679_e_081,11,48
1758_e_055,4,10
3052_e_073,112,787
2057_e_061,19,101
2580_e_067,4,10
3285_e_077,6,17
2012_e_061,1,1
3017_e_073,30,137
5825_e_099,11,44
6078_e_101,1,1
4429_e_091,1,1
3358_e_079,4,10
4304_e_091,1,1
698_e_025,1,1
3475_e_079,15,73
4896_e_093,62,462
2879_e_071,1,1
4341_e_091,1,1
3430_e_079,19,84
130_e_013,1,1
3179_e_077,1,1
5247_e_097,6,24
806_e_029,1,1
175_e_013,1,1
3585_e_081,25,130
5202_e_097,1,1
843_e_029,2,4
188_e_013,25,116
3578_e_081,17,102
3184_e_077,1,1
2719_e_069,66,420
620_e_025,9,29
5322_e_099,1,1
4928_e_095,7867,58400
2884_e_071,1,1
5367_e_099,1,1
665_e_025,1,1
3488_e_079,68,384
6085_e_101,45,248
4705_e_093,83,537
4491_e_091,1,1
4940_e_097,5,18
4740_e_093,453,3622
5146_e_097,1,1
4000_e_083,3,8
3982_e_083,3,7
3278_e_077,27,149
5103_e_097,12,61
4045_e_083,1,1
2538_e_067,1,1
1537_e_051,1,1
3684_e_081,17,122
6221_e_101,8,35
1302_e_043,3,6
6264_e_101,23,138
2641_e_069,13,56
2408_e_065,13,65
5914_e_101,36,225
5951_e_101,53,452
2223_e_063,13,79
2460_e_067,1,1
2360_e_065,5,18
2325_e_065,2,4
915_e_031,6,16
2266_e_063,5,18
2425_e_067,1,1
3320_e_077,41,223
4158_e_083,11,38
1109_e_039,5,16
4618_e_093,1,1
6198_e_101,25,208
755_e_027,1,1
5557_e_099,12,53
582_e_023,9,29
710_e_027,1,1
5512_e_099,1,1
6120_e_101,17,73
39_e_007,1,1
4534_e_091,1,1
6165_e_101,45,332
1906_e_057,4,12
3827_e_083,1,1
3764_e_081,17,107
1943_e_057,1,1
3862_e_083,1,1
1492_e_051,2,4
3721_e_081,1,1
1424_e_049,13,55
980_e_033,1,1
2964_e_071,5,14
5656_e_099,6,20
4219_e_091,1,1
362_e_019,14,80
5613_e_099,1,1
2921_e_071,1,1
6158_e_101,82,611
2974_e_073,15,63
507_e_023,1,1
5597_e_099,1,1
795_e_027,1,1
4509_e_091,1,1
542_e_023,1,1
41_e_007,3,6
1334_e_049,32,194
2132_e_061,2,4
3759_e_081,6,29
1371_e_049,1,1
282_e_017,1,1
1419_e_049,69,396
5991_e_101,29,222
3510_e_079,1,1
4261_e_091,8,21
3555_e_079,6,25
4224_e_091,1,1
2959_e_071,1,1
2681_e_069,1,1
5696_e_099,1,1
6259_e_101,100,819
2639_e_069,21,94
700_e_025,4,10
5929_e_101,52,401
1134_e_039,9,26
5023_e_097,10,47
4165_e_083,3,6
1685_e_055,1,1
217_e_015,4,10
2418_e_067,1,1
928_e_031,104,708
2318_e_065,1,1
5066_e_097,13,54
4120_e_083,1,1
1171_e_039,10,40
1983_e_057,4,8
252_e_015,3,7
1452_e_051,15,49
4660_e_093,1,1
768_e_027,1,1
4625_e_093,118,712
2989_e_073,6,21
1562_e_053,1,1
5287_e_097,1,1
5871_e_101,30,152
883_e_029,1,1
327_e_017,1,1
658_e_025,1,1
1267_e_043,1,1
4856_e_093,46,253
2761_e_069,5,14
1222_e_043,1,1
4381_e_091,1,1
4813_e_093,17,158
2724_e_069,16,67
2792_e_071,1,1
5432_e_099,16,104
4738_e_093,6,24
4938_e_097,37,187
5477_e_099,17,71
3398_e_079,19,101
3200_e_077,13,61
2505_e_067,1,1
4078_e_083,17,51
2097_e_061,1,1
3092_e_073,26,220
1798_e_055,3,8
2540_e_067,2,4
3245_e_077,12,64
1863_e_057,10,34
1091_e_039,1,1
5186_e_097,13,95
1720_e_055,1,1
1663_e_053,57,488
3601_e_081,19,110
3942_e_083,3,6
4085_e_083,3,6
1626_e_053,6,17
1765_e_055,1,1
81_e_009,1,1
3644_e_081,68,510
3907_e_083,1,1
3365_e_079,6,27
4414_e_091,4,10
6045_e_101,1,1
5818_e_099,10,41
4451_e_091,1,1
6000_e_101,337,2868
4780_e_093,27,149
4980_e_097,25,188
5733_e_099,4,12
2801_e_071,5,14
472_e_021,14,72
437_e_021,4,10
2844_e_071,1,1
1022_e_033,10,36
5776_e_099,21,103
3448_e_079,6,20
4339_e_091,4,12
2604_e_067,1,1
148_e_013,1,1
3144_e_077,7,33
6124_e_101,104,884
4530_e_091,7,23
6161_e_101,9,54
1902_e_057,1,1
1348_e_049,5,13
3823_e_083,1,1
3760_e_081,9,34
1947_e_057,1,1
2399_e_065,3,7
3866_e_083,8,26
2499_e_067,1,1
3725_e_081,116,847
1496_e_051,1,1
984_e_033,3,7
1420_e_049,1,1
5652_e_099,5,13
2960_e_071,1,1
366_e_019,109,638
10_e_005,40,255
2925_e_071,1,1
5617_e_099,20,109
4258_e_091,1,1
3529_e_079,71,452
6225_e_101,8,26
1306_e_043,1,1
6260_e_101,100,918
2645_e_069,7,29
5910_e_101,28,199
197_e_015,1,1
979_e_033,1,1
5955_e_101,33,300
2364_e_065,1,1
2227_e_063,13,45
2464_e_067,1,1
4119_e_083,1,1
1148_e_039,1,1
2262_e_063,3,6
3324_e_077,13,61
2421_e_067,3,6
2321_e_065,13,59
911_e_031,91,534
751_e_027,1,1
5553_e_099,10,47
586_e_023,2,4
4659_e_093,1,1
714_e_027,1,1
5516_e_099,1,1
5848_e_101,1,1
3180_e_077,1,1
5326_e_099,1,1
624_e_025,4,11
2880_e_071,1,1
2758_e_069,25,124
661_e_025,6,21
5363_e_099,1,1
6081_e_101,204,1684
4701_e_093,4,13
4495_e_091,3,8
4944_e_097,1,1
4744_e_093,1,1
5142_e_097,1,1
4004_e_083,1,1
2579_e_067,3,6
3986_e_083,1,1
5107_e_097,1,1
4041_e_083,21,87
3239_e_077,17,91
3680_e_081,5,17
1533_e_051,2,4
2053_e_061,1,1
3056_e_073,1,1
3281_e_077,137,986
2584_e_067,3,6
3638_e_081,39,235
1719_e_055,1,1
3013_e_073,47,330
2016_e_061,4,9
6039_e_101,30,176
4468_e_091,1,1
5821_e_099,9,30
4300_e_091,1,1
3471_e_079,3,7
4892_e_093,61,353
4345_e_091,1,1
3434_e_079,12,53
2838_e_071,4,11
134_e_013,5,19
5243_e_097,26,147
802_e_029,1,1
3581_e_081,35,185
171_e_013,17,129
3138_e_077,6,21
5206_e_097,26,132
847_e_029,11,41
5182_e_097,1,1
1867_e_057,1,1
1095_e_039,4,9
1667_e_053,10,46
1724_e_055,2,4
3605_e_081,9,39
889_e_031,21,102
3946_e_083,1,1
4081_e_083,1,1
1761_e_055,1,1
1622_e_053,33,216
85_e_009,1,1
3640_e_081,27,160
3903_e_083,9,30
3361_e_079,4,11
4410_e_091,1,1
6041_e_101,78,631
4455_e_091,1,1
6004_e_101,283,2113
4784_e_093,3,6
4984_e_097,39,299
476_e_021,9,44
2805_e_071,1,1
5737_e_099,8,27
3409_e_079,1,1
4378_e_091,1,1
5772_e_099,3,7
2840_e_071,1,1
433_e_021,4,11
1026_e_033,1,1
2600_e_067,1,1
6323_e_109,3,6
5888_e_101,1,1
3140_e_077,5,12
1566_e_053,19,145
5283_e_097,9,43
5875_e_101,6,23
323_e_017,13,38
1263_e_043,8,24
4852_e_093,6,17
619_e_025,4,9
1226_e_043,1,1
4385_e_091,3,6
4817_e_093,1,1
2720_e_069,90,597
4779_e_093,10,60
2796_e_071,3,7
4979_e_097,85,535
5436_e_099,9,32
5473_e_099,2,4
78_e_009,12,48
2501_e_067,1,1
3204_e_077,8,47
3096_e_073,88,574
2093_e_061,18,76
3241_e_077,14,69
2544_e_067,3,6
4039_e_083,2,4
1068_e_039,1,1
2678_e_069,5,13
5692_e_099,6,24
602_e_023,1,1
704_e_025,1,1
6218_e_101,67,526
4598_e_093,4,12
4298_e_091,5,13
5968_e_101,3,6
944_e_033,1,1
5027_e_097,146,856
4161_e_083,1,1
1130_e_039,3,7
1681_e_055,1,1
213_e_015,9,40
1388_e_049,94,618
3319_e_077,24,205
1175_e_039,1,1
1987_e_057,2,4
5062_e_097,6,20
4124_e_083,1,1
256_e_015,1,1
1456_e_051,1,1
2459_e_067,1,1
2359_e_065,1,1
729_e_027,1,1
4664_e_093,1,1
4621_e_093,156,1225
1055_e_037,9,35
5593_e_099,15,60
791_e_027,1,1
4199_e_091,1,1
4699_e_093,11,58
6119_e_101,1,1
546_e_023,1,1
4548_e_091,7,19
45_e_007,4,9
3718_e_081,98,642
1330_e_049,1,1
1188_e_039,2,4
2136_e_061,3,8
1375_e_049,38,243
286_e_017,1,1
5995_e_101,32,276
3514_e_079,10,67
4265_e_091,4,12
